plan_no	subject_plan	plan_description	section	note_title	note_subject	domain_context	status	applicable_programs	curation_status
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Professional Ethics	Architect's Code of Ethical Conduct	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Professional Ethics	Duties of Architects to the Public	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Professional Ethics	Duties of Architects to Clients	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Professional Ethics	Duties of Architects to Contractors	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Professional Ethics	Duties of Architects to Colleagues and the Profession	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Professional Ethics	Conflicts of Interest and Professional Integrity	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Standards of Professional Practice	Spectrum of Architectural Services	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Standards of Professional Practice	Regular Design Services	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Standards of Professional Practice	Pre-Design Services	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Standards of Professional Practice	Specialized Architectural Services	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Standards of Professional Practice	Construction-Related Architectural Services	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Standards of Professional Practice	Post-Construction Services	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Standards of Professional Practice	Comprehensive Architectural Services	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Fees and Agreements	Methods of Compensation for Architectural Services	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Fees and Agreements	Architectural Professional Fees	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Fees and Agreements	Owner-Architect Agreements	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Fees and Agreements	Scope Changes and Additional Services	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Contract Documents and Specifications	Architectural Contract Documents	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Contract Documents and Specifications	Plans, Specifications, and Schedules	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Contract Documents and Specifications	Specifications Writing	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Contract Documents and Specifications	General and Special Conditions of Construction Contracts	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Contract Documents and Specifications	Addenda and Supplemental Documents	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Project Communication in Engineering Project Management	Project Management	ENGINEERING_SCIENCES	Reuse	Architecture, Civil Engineering, Construction Management, Industrial Engineering	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Stakeholder Management in Engineering Project Management	Project Management	ENGINEERING_SCIENCES	Reuse	Architecture, Civil Engineering, Construction Management, Industrial Engineering	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Quality Management in Engineering Project Management	Project Management	ENGINEERING_SCIENCES	Reuse	Architecture, Civil Engineering, Construction Management, Industrial Engineering	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Risk Management in Engineering Project Management	Project Management	ENGINEERING_SCIENCES	Reuse	Architecture, Civil Engineering, Construction Management, Industrial Engineering	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Construction Project Lifecycle in Engineering Management	Construction Management	ENGINEERING_SCIENCES	Reuse	Architecture, Civil Engineering, Construction Management, Industrial Engineering	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Site Organization in Construction Management	Construction Management	ENGINEERING_SCIENCES	Reuse	Architecture, Civil Engineering, Construction Management, Industrial Engineering	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Architect's Role During Construction	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Submittals and Shop Drawings	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Requests for Information During Construction	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Change Orders	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Progress Billing and Certification	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Substantial and Final Completion	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Administration	Punch Listing and Project Turnover	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Quantity Surveying and Cost	Fundamentals of Construction Cost Estimation	Construction Cost Engineering	ENGINEERING_MATHEMATICS	Reuse	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Quantity Surveying and Cost	Quantity Takeoff in Construction Cost Engineering	Construction Cost Engineering	ENGINEERING_MATHEMATICS	Reuse	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Quantity Surveying and Cost	Unit Cost Analysis in Construction Cost Engineering	Construction Cost Engineering	ENGINEERING_MATHEMATICS	Reuse	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Quantity Surveying and Cost	Direct and Indirect Costs in Construction Cost Engineering	Construction Cost Engineering	ENGINEERING_MATHEMATICS	Reuse	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Quantity Surveying and Cost	Construction Budgeting in Cost Engineering	Construction Cost Engineering	ENGINEERING_MATHEMATICS	Reuse	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Quantity Surveying and Cost	Value Engineering in Construction Cost Engineering	Construction Cost Engineering	ENGINEERING_MATHEMATICS	Reuse	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Safety	Construction Hazards in Professional Practice & Regulation	Construction Safety	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Safety	Hazard Identification in Construction Safety	Construction Safety	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Safety	Risk Assessment in Construction Safety Management	Construction Safety	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Safety	Personal Protective Equipment (PPE) in Construction Safety	Construction Safety	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Safety	Occupational Safety Standards in Construction Safety	Construction Safety	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Construction Management	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Construction Safety	Essential Elements of Construction Safety Plans	Construction Safety	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Construction Management	VALID
